asn,filtering,confidence,source
8092,all,1,synthetic
269908,all,1,synthetic
29139,all,1,synthetic
27888,all,1,synthetic
8892,all,1,synthetic
46369,all,1,synthetic
394435,all,1,synthetic
399476,all,1,synthetic
134099,all,1,synthetic
133226,all,1,synthetic
14434,all,1,synthetic
205943,all,1,synthetic
135945,all,1,synthetic
12861,all,1,synthetic
43824,all,1,synthetic
27836,all,1,synthetic
50692,all,1,synthetic
14068,all,1,synthetic
52464,all,1,synthetic
397965,all,1,synthetic
135377,all,1,synthetic
32092,all,1,synthetic
269808,all,1,synthetic
394332,all,1,synthetic
2042,all,1,synthetic
269467,all,1,synthetic
45779,all,1,synthetic
33025,all,1,synthetic
52826,all,1,synthetic
33643,all,1,synthetic
393691,all,1,synthetic
17204,all,1,synthetic
207998,all,1,synthetic
198106,all,1,synthetic
58037,all,1,synthetic
22624,all,1,synthetic
55252,all,1,synthetic
19355,all,1,synthetic
264251,all,1,synthetic
5743,all,1,synthetic
271007,all,1,synthetic
17037,all,1,synthetic
329125,all,1,synthetic
22599,all,1,synthetic
47574,all,1,synthetic
399913,all,1,synthetic
5629,all,1,synthetic
63294,all,1,synthetic
45460,all,1,synthetic
137825,all,1,synthetic
396528,all,1,synthetic
47854,all,1,synthetic
63655,all,1,synthetic
32927,all,1,synthetic
34620,all,1,synthetic
202639,all,1,synthetic
44638,all,1,synthetic
60363,all,1,synthetic
41728,all,1,synthetic
52743,all,1,synthetic
64093,all,1,synthetic
198183,all,1,synthetic
11942,all,1,synthetic
53830,all,1,synthetic
10848,all,1,synthetic
266984,all,1,synthetic
395078,all,1,synthetic
14057,all,1,synthetic
328079,all,1,synthetic
52177,all,1,synthetic
207058,all,1,synthetic
139948,all,1,synthetic
22111,all,1,synthetic
61352,all,1,synthetic
201637,all,1,synthetic
197027,all,1,synthetic
8234,all,1,synthetic
268065,all,1,synthetic
197263,all,1,synthetic
53991,all,1,synthetic
136397,all,1,synthetic
58963,all,1,synthetic
328241,all,1,synthetic
38444,all,1,synthetic
393818,all,1,synthetic
34117,all,1,synthetic
7484,all,1,synthetic
328716,all,1,synthetic
37541,all,1,synthetic
201549,all,1,synthetic
6334,all,1,synthetic
11379,all,1,synthetic
30570,all,1,synthetic
63119,all,1,synthetic
46401,all,1,synthetic
206203,all,1,synthetic
141036,all,1,synthetic
140819,all,1,synthetic
207125,all,1,synthetic
55042,all,1,synthetic
41468,all,1,synthetic
201752,all,1,synthetic
206861,all,1,synthetic
207429,all,1,synthetic
15719,all,1,synthetic
137815,all,1,synthetic
48707,all,1,synthetic
134244,all,1,synthetic
30877,all,1,synthetic
132083,all,1,synthetic
198915,all,1,synthetic
264817,all,1,synthetic
22978,all,1,synthetic
22557,all,1,synthetic
272553,all,1,synthetic
134883,all,1,synthetic
18373,all,1,synthetic
37091,all,1,synthetic
4647,all,1,synthetic
61775,all,1,synthetic
213158,all,1,synthetic
206953,all,1,synthetic
400005,all,1,synthetic
266471,all,1,synthetic
328434,all,1,synthetic
138917,all,1,synthetic
132531,all,1,synthetic
270571,all,1,synthetic
137398,all,1,synthetic
271117,all,1,synthetic
13997,all,1,synthetic
20352,all,1,synthetic
21734,all,1,synthetic
264566,all,1,synthetic
271196,all,1,synthetic
25566,all,1,synthetic
50661,all,1,synthetic
132044,all,1,synthetic
132661,all,1,synthetic
35371,all,1,synthetic
206520,all,1,synthetic
265134,all,1,synthetic
398671,all,1,synthetic
23590,all,1,synthetic
22218,all,1,synthetic
397917,all,1,synthetic
397193,all,1,synthetic
267240,all,1,synthetic
15472,all,1,synthetic
44646,all,1,synthetic
133261,all,1,synthetic
198858,all,1,synthetic
208890,all,1,synthetic
23961,all,1,synthetic
329009,all,1,synthetic
46312,all,1,synthetic
1516,all,1,synthetic
328920,all,1,synthetic
212082,all,1,synthetic
11239,all,1,synthetic
56039,all,1,synthetic
30111,all,1,synthetic
200627,all,1,synthetic
1649,all,1,synthetic
25966,all,1,synthetic
328933,all,1,synthetic
141967,all,1,synthetic
263007,all,1,synthetic
134426,all,1,synthetic
395072,all,1,synthetic
203708,all,1,synthetic
60252,all,1,synthetic
41413,all,1,synthetic
199370,all,1,synthetic
271821,all,1,synthetic
213078,all,1,synthetic
55303,all,1,synthetic
328290,all,1,synthetic
149227,all,1,synthetic
1217,all,1,synthetic
46615,all,1,synthetic
57917,all,1,synthetic
207592,all,1,synthetic
262405,all,1,synthetic
393853,all,1,synthetic
46670,all,1,synthetic
328039,all,1,synthetic
394958,all,1,synthetic
28933,all,1,synthetic
10561,all,1,synthetic
398177,all,1,synthetic
36009,all,1,synthetic
18803,all,1,synthetic
395350,all,1,synthetic
26738,all,1,synthetic
21119,all,1,synthetic
204485,all,1,synthetic
42964,all,1,synthetic
147267,all,1,synthetic
21923,all,1,synthetic
39992,all,1,synthetic
146932,all,1,synthetic
150261,all,1,synthetic
266034,all,1,synthetic
7127,all,1,synthetic
398114,all,1,synthetic
13246,all,1,synthetic
1967,all,1,synthetic
52103,all,1,synthetic
197498,all,1,synthetic
328790,all,1,synthetic
150276,all,1,synthetic
27254,all,1,synthetic
209197,all,1,synthetic
39965,all,1,synthetic
49244,all,1,synthetic
53625,all,1,synthetic
207064,all,1,synthetic
30595,all,1,synthetic
60700,all,1,synthetic
33415,all,1,synthetic
24707,all,1,synthetic
271812,all,1,synthetic
46739,all,1,synthetic
22124,all,1,synthetic
44617,all,1,synthetic
399917,all,1,synthetic
206375,all,1,synthetic
1999,all,1,synthetic
266671,all,1,synthetic
53073,all,1,synthetic
61708,all,1,synthetic
208169,all,1,synthetic
31756,all,1,synthetic
208822,all,1,synthetic
38233,all,1,synthetic
399009,all,1,synthetic
20909,all,1,synthetic
398232,all,1,synthetic
203184,all,1,synthetic
397012,all,1,synthetic
268725,all,1,synthetic
41834,all,1,synthetic
201639,all,1,synthetic
396184,all,1,synthetic
267631,all,1,synthetic
50604,all,1,synthetic
146809,all,1,synthetic
48505,all,1,synthetic
33825,all,1,synthetic
16777,all,1,synthetic
17567,all,1,synthetic
44993,all,1,synthetic
270771,all,1,synthetic
19836,all,1,synthetic
5661,all,1,synthetic
211173,all,1,synthetic
25052,all,1,synthetic
8922,all,1,synthetic
34497,all,1,synthetic
31026,all,1,synthetic
16039,all,1,synthetic
265968,all,1,synthetic
197923,all,1,synthetic
267321,all,1,synthetic
19223,all,1,synthetic
209937,all,1,synthetic
149344,all,1,synthetic
139363,all,1,synthetic
53974,all,1,synthetic
395514,all,1,synthetic
13074,all,1,synthetic
20561,all,1,synthetic
16578,all,1,synthetic
34637,all,1,synthetic
328274,all,1,synthetic
36774,all,1,synthetic
22962,all,1,synthetic
142625,all,1,synthetic
38301,all,1,synthetic
131286,all,1,synthetic
15213,all,1,synthetic
41003,all,1,synthetic
201647,all,1,synthetic
135699,all,1,synthetic
265259,all,1,synthetic
395172,all,1,synthetic
201450,all,1,synthetic
39163,all,1,synthetic
204887,all,1,synthetic
51307,all,1,synthetic
149157,all,1,synthetic
135938,all,1,synthetic
1065,all,1,synthetic
396881,all,1,synthetic
207713,all,1,synthetic
44463,all,1,synthetic
328464,all,1,synthetic
146896,all,1,synthetic
42594,all,1,synthetic
41085,all,1,synthetic
1617,all,1,synthetic
327919,all,1,synthetic
208783,all,1,synthetic
206958,all,1,synthetic
10996,all,1,synthetic
399586,all,1,synthetic
208724,all,1,synthetic
18141,all,1,synthetic
37642,all,1,synthetic
203616,all,1,synthetic
201248,all,1,synthetic
202888,all,1,synthetic
51642,all,1,synthetic
208514,all,1,synthetic
51823,all,1,synthetic
138693,all,1,synthetic
14334,all,1,synthetic
15190,all,1,synthetic
140956,all,1,synthetic
138070,all,1,synthetic
21849,all,1,synthetic
20866,all,1,synthetic
135193,all,1,synthetic
270758,all,1,synthetic
137440,all,1,synthetic
203847,all,1,synthetic
39019,all,1,synthetic
59482,all,1,synthetic
28721,all,1,synthetic
18368,all,1,synthetic
25305,all,1,synthetic
21915,all,1,synthetic
51630,all,1,synthetic
53410,all,1,synthetic
27677,all,1,synthetic
30501,all,1,synthetic
14411,all,1,synthetic
46815,all,1,synthetic
18014,all,1,synthetic
39809,all,1,synthetic
396409,all,1,synthetic
398006,all,1,synthetic
201577,all,1,synthetic
30795,all,1,synthetic
45406,all,1,synthetic
11157,all,1,synthetic
394184,all,1,synthetic
394301,all,1,synthetic
142355,all,1,synthetic
328246,all,1,synthetic
19105,all,1,synthetic
211213,all,1,synthetic
54163,all,1,synthetic
199663,all,1,synthetic
6527,all,1,synthetic
30341,all,1,synthetic
265224,all,1,synthetic
13971,all,1,synthetic
206911,all,1,synthetic
61463,all,1,synthetic
10479,all,1,synthetic
45875,all,1,synthetic
197509,all,1,synthetic
28373,all,1,synthetic
328614,all,1,synthetic
40760,all,1,synthetic
271810,all,1,synthetic
327894,all,1,synthetic
137275,all,1,synthetic
60967,all,1,synthetic
137038,all,1,synthetic
199333,all,1,synthetic
139785,all,1,synthetic
21656,all,1,synthetic
40745,all,1,synthetic
270406,all,1,synthetic
265408,all,1,synthetic
51698,all,1,synthetic
207931,all,1,synthetic
24105,all,1,synthetic
397510,all,1,synthetic
265788,all,1,synthetic
131988,all,1,synthetic
271536,all,1,synthetic
50604,all,1,synthetic
19359,all,1,synthetic
270256,all,1,synthetic
206106,all,1,synthetic
141400,all,1,synthetic
395669,all,1,synthetic
38133,all,1,synthetic
201341,all,1,synthetic
58411,all,1,synthetic
44791,all,1,synthetic
212428,all,1,synthetic
39208,all,1,synthetic
13029,all,1,synthetic
137594,all,1,synthetic
265955,all,1,synthetic
266325,all,1,synthetic
137718,all,1,synthetic
328456,all,1,synthetic
41585,all,1,synthetic
53674,all,1,synthetic
208700,all,1,synthetic
269835,all,1,synthetic
55956,all,1,synthetic
62295,all,1,synthetic
47304,all,1,synthetic
11223,all,1,synthetic
22612,all,1,synthetic
268351,all,1,synthetic
9604,all,1,synthetic
198274,all,1,synthetic
267965,all,1,synthetic
142605,all,1,synthetic
34706,all,1,synthetic
40118,all,1,synthetic
36319,all,1,synthetic
263796,all,1,synthetic
132678,all,1,synthetic
262321,all,1,synthetic
395658,all,1,synthetic
142347,all,1,synthetic
22106,all,1,synthetic
62034,all,1,synthetic
42933,all,1,synthetic
23105,all,1,synthetic
21563,all,1,synthetic
30188,all,1,synthetic
266842,all,1,synthetic
61189,all,1,synthetic
206660,all,1,synthetic
48808,all,1,synthetic
8890,all,1,synthetic
61749,all,1,synthetic
399198,all,1,synthetic
57659,all,1,synthetic
52216,all,1,synthetic
9780,all,1,synthetic
42963,all,1,synthetic
63450,all,1,synthetic
133618,all,1,synthetic
267179,all,1,synthetic
399771,all,1,synthetic
21935,all,1,synthetic
28316,all,1,synthetic
198220,all,1,synthetic
397940,all,1,synthetic
59569,all,1,synthetic
16400,all,1,synthetic
53381,all,1,synthetic
212189,all,1,synthetic
30898,all,1,synthetic
201291,all,1,synthetic
265717,all,1,synthetic
136025,all,1,synthetic
395701,all,1,synthetic
201080,all,1,synthetic
198056,all,1,synthetic
57561,all,1,synthetic
203132,all,1,synthetic
21538,all,1,synthetic
60573,all,1,synthetic
203366,all,1,synthetic
45720,all,1,synthetic
63071,all,1,synthetic
198203,all,1,synthetic
270433,all,1,synthetic
63130,all,1,synthetic
204533,all,1,synthetic
263438,all,1,synthetic
133055,all,1,synthetic
46917,all,1,synthetic
203198,all,1,synthetic
197095,all,1,synthetic
197100,all,1,synthetic
140982,all,1,synthetic
18546,all,1,synthetic
208363,all,1,synthetic
55592,all,1,synthetic
55512,all,1,synthetic
199289,all,1,synthetic
51678,all,1,synthetic
134359,all,1,synthetic
203320,all,1,synthetic
23719,all,1,synthetic
209287,all,1,synthetic
9807,all,1,synthetic
13026,all,1,synthetic
200645,all,1,synthetic
62654,all,1,synthetic
203312,all,1,synthetic
49296,all,1,synthetic
132095,all,1,synthetic
135744,all,1,synthetic
139491,all,1,synthetic
268531,all,1,synthetic
36509,all,1,synthetic
44417,all,1,synthetic
33468,all,1,synthetic
54749,all,1,synthetic
398938,all,1,synthetic
49551,all,1,synthetic
200667,all,1,synthetic
136520,all,1,synthetic
199947,all,1,synthetic
263810,all,1,synthetic
211551,all,1,synthetic
34528,all,1,synthetic
6198,all,1,synthetic
211925,all,1,synthetic
42321,all,1,synthetic
555,all,1,synthetic
204286,all,1,synthetic
150331,all,1,synthetic
5939,all,1,synthetic
271353,all,1,synthetic
3791,all,1,synthetic
48960,all,1,synthetic
205388,all,1,synthetic
47185,all,1,synthetic
201416,all,1,synthetic
202421,all,1,synthetic
210294,all,1,synthetic
59108,all,1,synthetic
328281,all,1,synthetic
50761,all,1,synthetic
271867,all,1,synthetic
207355,all,1,synthetic
208978,all,1,synthetic
212416,all,1,synthetic
393470,all,1,synthetic
44405,all,1,synthetic
210605,all,1,synthetic
140089,all,1,synthetic
12729,all,1,synthetic
271959,all,1,synthetic
395581,all,1,synthetic
40228,all,1,synthetic
30458,all,1,synthetic
396141,all,1,synthetic
136676,all,1,synthetic
49099,all,1,synthetic
266206,all,1,synthetic
38916,all,1,synthetic
265455,all,1,synthetic
18972,all,1,synthetic
20743,all,1,synthetic
54342,all,1,synthetic
63372,all,1,synthetic
141909,all,1,synthetic
27399,all,1,synthetic
25694,all,1,synthetic
142024,all,1,synthetic
50019,all,1,synthetic
272102,all,1,synthetic
49555,all,1,synthetic
56807,all,1,synthetic
399163,all,1,synthetic
31061,all,1,synthetic
37769,all,1,synthetic
211417,all,1,synthetic
34222,all,1,synthetic
138422,all,1,synthetic
268470,all,1,synthetic
142507,all,1,synthetic
262145,all,1,synthetic
204168,all,1,synthetic
207937,all,1,synthetic
394324,all,1,synthetic
9806,all,1,synthetic
203126,all,1,synthetic
8622,all,1,synthetic
136520,all,1,synthetic
39841,all,1,synthetic
63583,all,1,synthetic
18293,all,1,synthetic
31971,all,1,synthetic
56888,all,1,synthetic
29028,all,1,synthetic
268,all,1,synthetic
19935,all,1,synthetic
399124,all,1,synthetic
52352,all,1,synthetic
31087,all,1,synthetic
22708,all,1,synthetic
271216,all,1,synthetic
212092,all,1,synthetic
201748,all,1,synthetic
37351,all,1,synthetic
139224,all,1,synthetic
50306,all,1,synthetic
14332,all,1,synthetic
146855,all,1,synthetic
400285,all,1,synthetic
15405,all,1,synthetic
54453,all,1,synthetic
7630,all,1,synthetic
32546,all,1,synthetic
63582,all,1,synthetic
6941,all,1,synthetic
10972,all,1,synthetic
47150,all,1,synthetic
141678,all,1,synthetic
204266,all,1,synthetic
14627,all,1,synthetic
51590,all,1,synthetic
283,all,1,synthetic
2941,all,1,synthetic
57192,all,1,synthetic
21955,all,1,synthetic
393740,all,1,synthetic
268940,all,1,synthetic
203776,all,1,synthetic
41191,all,1,synthetic
14584,all,1,synthetic
20656,all,1,synthetic
139347,all,1,synthetic
23706,all,1,synthetic
265341,all,1,synthetic
140162,all,1,synthetic
40476,all,1,synthetic
138139,all,1,synthetic
265127,all,1,synthetic
271513,all,1,synthetic
201154,all,1,synthetic
328478,all,1,synthetic
21764,all,1,synthetic
397361,all,1,synthetic
12582,all,1,synthetic
55852,all,1,synthetic
38766,all,1,synthetic
131851,all,1,synthetic
16188,all,1,synthetic
262653,all,1,synthetic
32863,all,1,synthetic
202181,all,1,synthetic
203126,all,1,synthetic
45894,all,1,synthetic
210515,all,1,synthetic
206049,all,1,synthetic
38881,all,1,synthetic
29103,all,1,synthetic
395259,all,1,synthetic
141726,all,1,synthetic
41894,all,1,synthetic
35789,all,1,synthetic
393857,all,1,synthetic
264296,all,1,synthetic
263480,all,1,synthetic
149360,all,1,synthetic
33868,all,1,synthetic
205197,all,1,synthetic
207144,all,1,synthetic
18923,all,1,synthetic
51634,all,1,synthetic
268919,all,1,synthetic
205003,all,1,synthetic
21561,all,1,synthetic
33381,all,1,synthetic
45192,all,1,synthetic
31471,all,1,synthetic
31346,all,1,synthetic
13561,all,1,synthetic
57233,all,1,synthetic
327961,all,1,synthetic
400637,all,1,synthetic
42775,all,1,synthetic
203100,all,1,synthetic
201101,all,1,synthetic
263403,all,1,synthetic
51684,all,1,synthetic
263454,all,1,synthetic
266550,all,1,synthetic
13583,all,1,synthetic
263283,all,1,synthetic
32733,all,1,synthetic
133983,all,1,synthetic
11046,all,1,synthetic
37167,all,1,synthetic
202342,all,1,synthetic
19142,all,1,synthetic
211315,all,1,synthetic
210868,all,1,synthetic
28203,all,1,synthetic
1956,all,1,synthetic
270100,all,1,synthetic
397592,all,1,synthetic
133755,all,1,synthetic
201901,all,1,synthetic
26588,all,1,synthetic
35309,all,1,synthetic
6510,all,1,synthetic
63369,all,1,synthetic
29852,all,1,synthetic
395951,all,1,synthetic
51644,all,1,synthetic
28277,all,1,synthetic
50101,all,1,synthetic
6874,all,1,synthetic
43181,all,1,synthetic
29973,all,1,synthetic
3551,all,1,synthetic
209057,all,1,synthetic
44707,all,1,synthetic
9642,all,1,synthetic
264508,all,1,synthetic
9641,all,1,synthetic
42027,all,1,synthetic
269293,all,1,synthetic
41061,all,1,synthetic
133863,all,1,synthetic
270426,all,1,synthetic
398345,all,1,synthetic
22215,all,1,synthetic
21654,all,1,synthetic
32639,all,1,synthetic
131245,all,1,synthetic
13896,all,1,synthetic
200479,all,1,synthetic
62352,all,1,synthetic
131907,all,1,synthetic
46192,all,1,synthetic
39248,all,1,synthetic
399413,all,1,synthetic
57230,all,1,synthetic
26450,all,1,synthetic
28150,all,1,synthetic
26741,all,1,synthetic
46300,all,1,synthetic
198177,all,1,synthetic
199098,all,1,synthetic
264956,all,1,synthetic
204758,all,1,synthetic
396946,all,1,synthetic
139689,all,1,synthetic
53493,all,1,synthetic
210126,all,1,synthetic
31244,all,1,synthetic
31011,all,1,synthetic
47834,all,1,synthetic
24546,all,1,synthetic
211439,all,1,synthetic
265538,all,1,synthetic
132119,all,1,synthetic
24495,all,1,synthetic
149015,all,1,synthetic
149964,all,1,synthetic
203845,all,1,synthetic
56588,all,1,synthetic
264333,all,1,synthetic
19690,all,1,synthetic
271829,all,1,synthetic
44399,all,1,synthetic
15199,all,1,synthetic
6649,all,1,synthetic
197069,all,1,synthetic
149953,all,1,synthetic
47701,all,1,synthetic
270401,all,1,synthetic
19920,all,1,synthetic
270977,all,1,synthetic
150397,all,1,synthetic
131660,all,1,synthetic
26417,all,1,synthetic
208642,all,1,synthetic
47695,all,1,synthetic
209540,all,1,synthetic
137013,all,1,synthetic
134859,all,1,synthetic
140867,all,1,synthetic
131715,all,1,synthetic
146912,all,1,synthetic
267966,all,1,synthetic
394444,all,1,synthetic
35366,all,1,synthetic
266791,all,1,synthetic
57889,all,1,synthetic
208796,all,1,synthetic
398996,all,1,synthetic
5786,all,1,synthetic
7469,all,1,synthetic
30037,all,1,synthetic
136527,all,1,synthetic
41376,all,1,synthetic
54248,all,1,synthetic
20323,all,1,synthetic
268423,all,1,synthetic
212466,all,1,synthetic
10625,all,1,synthetic
207725,all,1,synthetic
266683,all,1,synthetic
203098,all,1,synthetic
135715,all,1,synthetic
206646,all,1,synthetic
203187,all,1,synthetic
329050,all,1,synthetic
23578,all,1,synthetic
149328,all,1,synthetic
137330,all,1,synthetic
61090,all,1,synthetic
29786,all,1,synthetic
35116,all,1,synthetic
399277,all,1,synthetic
397625,all,1,synthetic
199006,all,1,synthetic
399215,all,1,synthetic
141613,all,1,synthetic
12438,all,1,synthetic
26288,all,1,synthetic
149744,all,1,synthetic
139781,all,1,synthetic
393690,all,1,synthetic
210080,all,1,synthetic
33398,all,1,synthetic
50357,all,1,synthetic
42972,all,1,synthetic
53588,all,1,synthetic
204131,all,1,synthetic
23558,all,1,synthetic
50055,all,1,synthetic
263088,all,1,synthetic
394953,all,1,synthetic
263804,all,1,synthetic
33324,all,1,synthetic
200787,all,1,synthetic
204351,all,1,synthetic
51094,all,1,synthetic
199509,all,1,synthetic
35709,all,1,synthetic
398444,all,1,synthetic
35115,all,1,synthetic
54978,all,1,synthetic
393876,all,1,synthetic
8163,all,1,synthetic
213041,all,1,synthetic
397444,all,1,synthetic
49407,all,1,synthetic
264213,all,1,synthetic
53294,all,1,synthetic
30938,all,1,synthetic
41153,all,1,synthetic
267990,all,1,synthetic
33972,all,1,synthetic
43149,all,1,synthetic
395160,all,1,synthetic
138373,all,1,synthetic
210863,all,1,synthetic
205338,all,1,synthetic
52336,all,1,synthetic
33155,all,1,synthetic
204095,all,1,synthetic
35142,all,1,synthetic
49034,all,1,synthetic
207307,all,1,synthetic
273568,all,1,synthetic
59755,all,1,synthetic
208171,all,1,synthetic
30681,all,1,synthetic
42648,all,1,synthetic
23711,all,1,synthetic
207906,all,1,synthetic
24118,all,1,synthetic
17004,all,1,synthetic
28995,all,1,synthetic
6157,all,1,synthetic
141235,all,1,synthetic
268307,all,1,synthetic
54390,all,1,synthetic
23804,all,1,synthetic
395593,all,1,synthetic
52599,all,1,synthetic
264736,all,1,synthetic
327760,all,1,synthetic
206625,all,1,synthetic
44438,all,1,synthetic
208006,all,1,synthetic
207093,all,1,synthetic
29051,all,1,synthetic
54503,all,1,synthetic
132329,all,1,synthetic
48240,all,1,synthetic
211428,all,1,synthetic
269121,all,1,synthetic
21054,all,1,synthetic
398943,all,1,synthetic
28127,all,1,synthetic
394926,all,1,synthetic
33781,all,1,synthetic
15624,all,1,synthetic
267630,all,1,synthetic
16635,all,1,synthetic
263291,all,1,synthetic
394627,all,1,synthetic
31824,all,1,synthetic
394985,all,1,synthetic
2494,all,1,synthetic
197081,all,1,synthetic
137304,all,1,synthetic
395147,all,1,synthetic
328513,all,1,synthetic
56682,all,1,synthetic
32178,all,1,synthetic
59871,all,1,synthetic
18257,all,1,synthetic
31685,all,1,synthetic
196752,all,1,synthetic
22263,all,1,synthetic
63619,all,1,synthetic
6524,all,1,synthetic
53740,all,1,synthetic
262799,all,1,synthetic
34301,all,1,synthetic
139630,all,1,synthetic
42826,all,1,synthetic
1638,all,1,synthetic
208975,all,1,synthetic
207042,all,1,synthetic
150462,all,1,synthetic
265020,all,1,synthetic
131344,all,1,synthetic
19043,all,1,synthetic
43829,all,1,synthetic
22741,all,1,synthetic
149369,all,1,synthetic
133977,all,1,synthetic
49649,all,1,synthetic
397154,all,1,synthetic
7640,all,1,synthetic
18109,all,1,synthetic
140967,all,1,synthetic
133455,all,1,synthetic
22441,all,1,synthetic
11536,all,1,synthetic
133450,all,1,synthetic
3334,all,1,synthetic
13077,all,1,synthetic
399242,all,1,synthetic
10392,all,1,synthetic
203480,all,1,synthetic
37495,all,1,synthetic
21887,all,1,synthetic
38401,all,1,synthetic
141146,all,1,synthetic
48145,all,1,synthetic
141266,all,1,synthetic
60515,all,1,synthetic
204883,all,1,synthetic
38230,all,1,synthetic
271034,all,1,synthetic
44183,all,1,synthetic
141672,all,1,synthetic
5638,all,1,synthetic
210982,all,1,synthetic
265553,all,1,synthetic
59634,all,1,synthetic
47084,all,1,synthetic
43229,all,1,synthetic
37303,all,1,synthetic
9572,all,1,synthetic
46413,all,1,synthetic
209114,all,1,synthetic
38673,all,1,synthetic
199880,all,1,synthetic
52090,all,1,synthetic
10995,all,1,synthetic
328439,all,1,synthetic
141880,all,1,synthetic
208986,all,1,synthetic
10221,all,1,synthetic
30704,all,1,synthetic
197702,all,1,synthetic
26325,all,1,synthetic
46906,all,1,synthetic
50495,all,1,synthetic
20378,all,1,synthetic
30197,all,1,synthetic
44425,all,1,synthetic
38096,all,1,synthetic
208552,all,1,synthetic
271547,all,1,synthetic
5458,all,1,synthetic
270876,all,1,synthetic
44950,all,1,synthetic
131848,all,1,synthetic
23232,all,1,synthetic
60898,all,1,synthetic
205821,all,1,synthetic
134869,all,1,synthetic
137518,all,1,synthetic
271413,all,1,synthetic
142027,all,1,synthetic
19753,all,1,synthetic
43676,all,1,synthetic
202587,all,1,synthetic
266671,all,1,synthetic
328835,all,1,synthetic
53575,all,1,synthetic
328821,all,1,synthetic
203885,all,1,synthetic
57421,all,1,synthetic
50713,all,1,synthetic
6026,all,1,synthetic
8630,all,1,synthetic
264307,all,1,synthetic
32806,all,1,synthetic
267517,all,1,synthetic
46294,all,1,synthetic
133149,all,1,synthetic
56797,all,1,synthetic
50744,all,1,synthetic
267500,all,1,synthetic
270509,all,1,synthetic
60562,all,1,synthetic
141686,all,1,synthetic
205748,all,1,synthetic
25594,all,1,synthetic
133055,all,1,synthetic
210040,all,1,synthetic
35733,all,1,synthetic
43054,all,1,synthetic
136852,all,1,synthetic
64047,all,1,synthetic
15392,all,1,synthetic
209655,all,1,synthetic
34961,all,1,synthetic
141148,all,1,synthetic
45937,all,1,synthetic
17567,all,1,synthetic
400415,all,1,synthetic
36704,all,1,synthetic
38375,all,1,synthetic
54381,all,1,synthetic
205019,all,1,synthetic
14920,all,1,synthetic
328697,all,1,synthetic
6798,all,1,synthetic
131850,all,1,synthetic
11528,all,1,synthetic
266176,all,1,synthetic
268978,all,1,synthetic
203,all,1,synthetic
3446,all,1,synthetic
43998,all,1,synthetic
133040,all,1,synthetic
270535,all,1,synthetic
40000,all,1,synthetic
133274,all,1,synthetic
53796,all,1,synthetic
204302,all,1,synthetic
272648,all,1,synthetic
396193,all,1,synthetic
397772,all,1,synthetic
208709,all,1,synthetic
54469,all,1,synthetic
271322,all,1,synthetic
147213,all,1,synthetic
9289,all,1,synthetic
21247,all,1,synthetic
141120,all,1,synthetic
198320,all,1,synthetic
19316,all,1,synthetic
53526,all,1,synthetic
136116,all,1,synthetic
263823,all,1,synthetic
201556,all,1,synthetic
271194,all,1,synthetic
396905,all,1,synthetic
47785,all,1,synthetic
270871,all,1,synthetic
212075,all,1,synthetic
58069,all,1,synthetic
328580,all,1,synthetic
14014,all,1,synthetic
198811,all,1,synthetic
22743,all,1,synthetic
24568,all,1,synthetic
50828,all,1,synthetic
202451,all,1,synthetic
51943,all,1,synthetic
20372,all,1,synthetic
328662,all,1,synthetic
8611,all,1,synthetic
208984,all,1,synthetic
53925,all,1,synthetic
42681,all,1,synthetic
14246,all,1,synthetic
34791,all,1,synthetic
31823,all,1,synthetic
40336,all,1,synthetic
59713,all,1,synthetic
328600,all,1,synthetic
36441,all,1,synthetic
46848,all,1,synthetic
196822,all,1,synthetic
271378,all,1,synthetic
262314,all,1,synthetic
29957,all,1,synthetic
3944,all,1,synthetic
329114,all,1,synthetic
13718,all,1,synthetic
43273,all,1,synthetic
393638,all,1,synthetic
393455,all,1,synthetic
30030,all,1,synthetic
398961,all,1,synthetic
149413,all,1,synthetic
3219,all,1,synthetic
60297,all,1,synthetic
36526,all,1,synthetic
265596,all,1,synthetic
270912,all,1,synthetic
53652,all,1,synthetic
213096,all,1,synthetic
208564,all,1,synthetic
210740,all,1,synthetic
34434,all,1,synthetic
50186,all,1,synthetic
136397,all,1,synthetic
132028,all,1,synthetic
56887,all,1,synthetic
204769,all,1,synthetic
267400,all,1,synthetic
30911,all,1,synthetic
19034,all,1,synthetic
7340,all,1,synthetic
263748,all,1,synthetic
63245,all,1,synthetic
42201,all,1,synthetic
41665,all,1,synthetic
147094,all,1,synthetic
197648,all,1,synthetic
36581,all,1,synthetic
198253,all,1,synthetic
32928,all,1,synthetic
393326,all,1,synthetic
15754,all,1,synthetic
269728,all,1,synthetic
141714,all,1,synthetic
36586,all,1,synthetic
45476,all,1,synthetic
135994,all,1,synthetic
263960,all,1,synthetic
397155,all,1,synthetic
327694,all,1,synthetic
37483,all,1,synthetic
137129,all,1,synthetic
13916,all,1,synthetic
22974,all,1,synthetic
396729,all,1,synthetic
46213,all,1,synthetic
38103,all,1,synthetic
60956,all,1,synthetic
36009,all,1,synthetic
41464,all,1,synthetic
63641,all,1,synthetic
328812,all,1,synthetic
265158,all,1,synthetic
268357,all,1,synthetic
204757,all,1,synthetic
60303,all,1,synthetic
263391,all,1,synthetic
134891,all,1,synthetic
